canonical,brand_id,mode,date,period,value,is_partial
KLINIQ Surgery,kliniq_surgery,single_index,2022-12-18,"Dec 18 – 24, 2022",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2022-12-25,"Dec 25 – 31, 2022",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-01-01,"Jan 1 – 7, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-01-08,"Jan 8 – 14, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-01-15,"Jan 15 – 21, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-01-22,"Jan 22 – 28, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-01-29,"Jan 29 – Feb 4, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-02-05,"Feb 5 – 11, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-02-12,"Feb 12 – 18, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-02-19,"Feb 19 – 25, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-02-26,"Feb 26 – Mar 4, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-03-05,"Mar 5 – 11, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-03-12,"Mar 12 – 18, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-03-19,"Mar 19 – 25, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-03-26,"Mar 26 – Apr 1, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-04-02,"Apr 2 – 8, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-04-09,"Apr 9 – 15, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-04-16,"Apr 16 – 22, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-04-23,"Apr 23 – 29, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-04-30,"Apr 30 – May 6, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-05-07,"May 7 – 13, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-05-14,"May 14 – 20, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-05-21,"May 21 – 27, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-05-28,"May 28 – Jun 3, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-06-04,"Jun 4 – 10, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-06-11,"Jun 11 – 17, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-06-18,"Jun 18 – 24, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-06-25,"Jun 25 – Jul 1, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-07-02,"Jul 2 – 8, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-07-09,"Jul 9 – 15, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-07-16,"Jul 16 – 22, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-07-23,"Jul 23 – 29, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-07-30,"Jul 30 – Aug 5, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-08-06,"Aug 6 – 12, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-08-13,"Aug 13 – 19, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-08-20,"Aug 20 – 26, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-08-27,"Aug 27 – Sep 2, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-09-03,"Sep 3 – 9, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-09-10,"Sep 10 – 16, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-09-17,"Sep 17 – 23, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-09-24,"Sep 24 – 30, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-10-01,"Oct 1 – 7, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-10-08,"Oct 8 – 14, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-10-15,"Oct 15 – 21, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-10-22,"Oct 22 – 28, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-10-29,"Oct 29 – Nov 4, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-11-05,"Nov 5 – 11, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-11-12,"Nov 12 – 18, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-11-19,"Nov 19 – 25, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-11-26,"Nov 26 – Dec 2, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-12-03,"Dec 3 – 9, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-12-10,"Dec 10 – 16, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-12-17,"Dec 17 – 23, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-12-24,"Dec 24 – 30, 2023",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2023-12-31,"Dec 31, 2023 – Jan 6, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-01-07,"Jan 7 – 13, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-01-14,"Jan 14 – 20, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-01-21,"Jan 21 – 27, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-01-28,"Jan 28 – Feb 3, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-02-04,"Feb 4 – 10, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-02-11,"Feb 11 – 17, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-02-18,"Feb 18 – 24, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-02-25,"Feb 25 – Mar 2, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-03-03,"Mar 3 – 9, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-03-10,"Mar 10 – 16, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-03-17,"Mar 17 – 23, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-03-24,"Mar 24 – 30, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-03-31,"Mar 31 – Apr 6, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-04-07,"Apr 7 – 13, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-04-14,"Apr 14 – 20, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-04-21,"Apr 21 – 27, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-04-28,"Apr 28 – May 4, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-05-05,"May 5 – 11, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-05-12,"May 12 – 18, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-05-19,"May 19 – 25, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-05-26,"May 26 – Jun 1, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-06-02,"Jun 2 – 8, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-06-09,"Jun 9 – 15, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-06-16,"Jun 16 – 22, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-06-23,"Jun 23 – 29, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-06-30,"Jun 30 – Jul 6, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-07-07,"Jul 7 – 13, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-07-14,"Jul 14 – 20, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-07-21,"Jul 21 – 27, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-07-28,"Jul 28 – Aug 3, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-08-04,"Aug 4 – 10, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-08-11,"Aug 11 – 17, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-08-18,"Aug 18 – 24, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-08-25,"Aug 25 – 31, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-09-01,"Sep 1 – 7, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-09-08,"Sep 8 – 14, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-09-15,"Sep 15 – 21, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-09-22,"Sep 22 – 28, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-09-29,"Sep 29 – Oct 5, 2024",100.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-10-06,"Oct 6 – 12, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-10-13,"Oct 13 – 19, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-10-20,"Oct 20 – 26, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-10-27,"Oct 27 – Nov 2, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-11-03,"Nov 3 – 9, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-11-10,"Nov 10 – 16, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-11-17,"Nov 17 – 23, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-11-24,"Nov 24 – 30, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-12-01,"Dec 1 – 7, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-12-08,"Dec 8 – 14, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-12-15,"Dec 15 – 21, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-12-22,"Dec 22 – 28, 2024",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2024-12-29,"Dec 29, 2024 – Jan 4, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-01-05,"Jan 5 – 11, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-01-12,"Jan 12 – 18, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-01-19,"Jan 19 – 25, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-01-26,"Jan 26 – Feb 1, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-02-02,"Feb 2 – 8, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-02-09,"Feb 9 – 15, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-02-16,"Feb 16 – 22, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-02-23,"Feb 23 – Mar 1, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-03-02,"Mar 2 – 8, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-03-09,"Mar 9 – 15, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-03-16,"Mar 16 – 22, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-03-23,"Mar 23 – 29, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-03-30,"Mar 30 – Apr 5, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-04-06,"Apr 6 – 12, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-04-13,"Apr 13 – 19, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-04-20,"Apr 20 – 26, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-04-27,"Apr 27 – May 3, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-05-04,"May 4 – 10, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-05-11,"May 11 – 17, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-05-18,"May 18 – 24, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-05-25,"May 25 – 31, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-06-01,"Jun 1 – 7, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-06-08,"Jun 8 – 14, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-06-15,"Jun 15 – 21, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-06-22,"Jun 22 – 28, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-06-29,"Jun 29 – Jul 5, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-07-06,"Jul 6 – 12, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-07-13,"Jul 13 – 19, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-07-20,"Jul 20 – 26, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-07-27,"Jul 27 – Aug 2, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-08-03,"Aug 3 – 9, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-08-10,"Aug 10 – 16, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-08-17,"Aug 17 – 23, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-08-24,"Aug 24 – 30, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-08-31,"Aug 31 – Sep 6, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-09-07,"Sep 7 – 13, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-09-14,"Sep 14 – 20, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-09-21,"Sep 21 – 27, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-09-28,"Sep 28 – Oct 4, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-10-05,"Oct 5 – 11, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-10-12,"Oct 12 – 18, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-10-19,"Oct 19 – 25, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-10-26,"Oct 26 – Nov 1, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-11-02,"Nov 2 – 8, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-11-09,"Nov 9 – 15, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-11-16,"Nov 16 – 22, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-11-23,"Nov 23 – 29, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-11-30,"Nov 30 – Dec 6, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-12-07,"Dec 7 – 13, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-12-14,"Dec 14 – 20, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-12-21,"Dec 21 – 27, 2025",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2025-12-28,"Dec 28, 2025 – Jan 3, 2026",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2026-01-04,"Jan 4 – 10, 2026",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2026-01-11,"Jan 11 – 17, 2026",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2026-01-18,"Jan 18 – 24, 2026",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2026-01-25,"Jan 25 – 31, 2026",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2026-02-01,"Feb 1 – 7, 2026",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2026-02-08,"Feb 8 – 14, 2026",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2026-02-15,"Feb 15 – 21, 2026",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2026-02-22,"Feb 22 – 28, 2026",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2026-03-01,"Mar 1 – 7, 2026",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2026-03-08,"Mar 8 – 14, 2026",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2026-03-15,"Mar 15 – 21, 2026",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2026-03-22,"Mar 22 – 28, 2026",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2026-03-29,"Mar 29 – Apr 4, 2026",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2026-04-05,"Apr 5 – 11, 2026",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2026-04-12,"Apr 12 – 18, 2026",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2026-04-19,"Apr 19 – 25, 2026",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2026-04-26,"Apr 26 – May 2, 2026",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2026-05-03,"May 3 – 9, 2026",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2026-05-10,"May 10 – 16, 2026",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2026-05-17,"May 17 – 23, 2026",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2026-05-24,"May 24 – 30, 2026",0.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2026-05-31,"May 31 – Jun 6, 2026",14.0,False
KLINIQ Surgery,kliniq_surgery,single_index,2026-06-07,"Jun 7 – 13, 2026",11.0,True
LABX,labx,single_index,2021-12-26,"Dec 26, 2021 – Jan 1, 2022",0.0,False
LABX,labx,single_index,2022-01-02,"Jan 2 – 8, 2022",0.0,False
LABX,labx,single_index,2022-01-09,"Jan 9 – 15, 2022",0.0,False
LABX,labx,single_index,2022-01-16,"Jan 16 – 22, 2022",0.0,False
LABX,labx,single_index,2022-01-23,"Jan 23 – 29, 2022",0.0,False
LABX,labx,single_index,2022-01-30,"Jan 30 – Feb 5, 2022",0.0,False
LABX,labx,single_index,2022-02-06,"Feb 6 – 12, 2022",0.0,False
LABX,labx,single_index,2022-02-13,"Feb 13 – 19, 2022",0.0,False
LABX,labx,single_index,2022-02-20,"Feb 20 – 26, 2022",0.0,False
LABX,labx,single_index,2022-02-27,"Feb 27 – Mar 5, 2022",0.0,False
LABX,labx,single_index,2022-03-06,"Mar 6 – 12, 2022",0.0,False
LABX,labx,single_index,2022-03-13,"Mar 13 – 19, 2022",0.0,False
LABX,labx,single_index,2022-03-20,"Mar 20 – 26, 2022",0.0,False
LABX,labx,single_index,2022-03-27,"Mar 27 – Apr 2, 2022",0.0,False
LABX,labx,single_index,2022-04-03,"Apr 3 – 9, 2022",0.0,False
LABX,labx,single_index,2022-04-10,"Apr 10 – 16, 2022",0.0,False
LABX,labx,single_index,2022-04-17,"Apr 17 – 23, 2022",0.0,False
LABX,labx,single_index,2022-04-24,"Apr 24 – 30, 2022",0.0,False
LABX,labx,single_index,2022-05-01,"May 1 – 7, 2022",0.0,False
LABX,labx,single_index,2022-05-08,"May 8 – 14, 2022",0.0,False
LABX,labx,single_index,2022-05-15,"May 15 – 21, 2022",0.0,False
LABX,labx,single_index,2022-05-22,"May 22 – 28, 2022",0.0,False
LABX,labx,single_index,2022-05-29,"May 29 – Jun 4, 2022",0.0,False
LABX,labx,single_index,2022-06-05,"Jun 5 – 11, 2022",0.0,False
LABX,labx,single_index,2022-06-12,"Jun 12 – 18, 2022",0.0,False
LABX,labx,single_index,2022-06-19,"Jun 19 – 25, 2022",0.0,False
LABX,labx,single_index,2022-06-26,"Jun 26 – Jul 2, 2022",0.0,False
LABX,labx,single_index,2022-07-03,"Jul 3 – 9, 2022",0.0,False
LABX,labx,single_index,2022-07-10,"Jul 10 – 16, 2022",16.0,False
LABX,labx,single_index,2022-07-17,"Jul 17 – 23, 2022",0.0,False
LABX,labx,single_index,2022-07-24,"Jul 24 – 30, 2022",0.0,False
LABX,labx,single_index,2022-07-31,"Jul 31 – Aug 6, 2022",0.0,False
LABX,labx,single_index,2022-08-07,"Aug 7 – 13, 2022",0.0,False
LABX,labx,single_index,2022-08-14,"Aug 14 – 20, 2022",0.0,False
LABX,labx,single_index,2022-08-21,"Aug 21 – 27, 2022",0.0,False
LABX,labx,single_index,2022-08-28,"Aug 28 – Sep 3, 2022",0.0,False
LABX,labx,single_index,2022-09-04,"Sep 4 – 10, 2022",0.0,False
LABX,labx,single_index,2022-09-11,"Sep 11 – 17, 2022",0.0,False
LABX,labx,single_index,2022-09-18,"Sep 18 – 24, 2022",0.0,False
LABX,labx,single_index,2022-09-25,"Sep 25 – Oct 1, 2022",0.0,False
LABX,labx,single_index,2022-10-02,"Oct 2 – 8, 2022",0.0,False
LABX,labx,single_index,2022-10-09,"Oct 9 – 15, 2022",0.0,False
LABX,labx,single_index,2022-10-16,"Oct 16 – 22, 2022",0.0,False
LABX,labx,single_index,2022-10-23,"Oct 23 – 29, 2022",0.0,False
LABX,labx,single_index,2022-10-30,"Oct 30 – Nov 5, 2022",0.0,False
LABX,labx,single_index,2022-11-06,"Nov 6 – 12, 2022",0.0,False
LABX,labx,single_index,2022-11-13,"Nov 13 – 19, 2022",0.0,False
LABX,labx,single_index,2022-11-20,"Nov 20 – 26, 2022",0.0,False
LABX,labx,single_index,2022-11-27,"Nov 27 – Dec 3, 2022",0.0,False
LABX,labx,single_index,2022-12-04,"Dec 4 – 10, 2022",0.0,False
LABX,labx,single_index,2022-12-11,"Dec 11 – 17, 2022",0.0,False
LABX,labx,single_index,2022-12-18,"Dec 18 – 24, 2022",0.0,False
LABX,labx,single_index,2022-12-25,"Dec 25 – 31, 2022",14.0,False
LABX,labx,single_index,2023-01-01,"Jan 1 – 7, 2023",0.0,False
LABX,labx,single_index,2023-01-08,"Jan 8 – 14, 2023",0.0,False
LABX,labx,single_index,2023-01-15,"Jan 15 – 21, 2023",0.0,False
LABX,labx,single_index,2023-01-22,"Jan 22 – 28, 2023",0.0,False
LABX,labx,single_index,2023-01-29,"Jan 29 – Feb 4, 2023",0.0,False
LABX,labx,single_index,2023-02-05,"Feb 5 – 11, 2023",0.0,False
LABX,labx,single_index,2023-02-12,"Feb 12 – 18, 2023",11.0,False
LABX,labx,single_index,2023-02-19,"Feb 19 – 25, 2023",0.0,False
LABX,labx,single_index,2023-02-26,"Feb 26 – Mar 4, 2023",0.0,False
LABX,labx,single_index,2023-03-05,"Mar 5 – 11, 2023",0.0,False
LABX,labx,single_index,2023-03-12,"Mar 12 – 18, 2023",0.0,False
